course_id,exam_type,button_title,title,ord
CPIT-240,Mid,الميدات📝,MidNOTSolved,1
CPIT-240,Mid,الميدات📝,Mid21,1
CPIT-240,Mid,الميدات📝,Mid22.33,1
CPIT-240,Mid,الميدات📝,Mid22.33Solve,1
CPIT-240,Mid,الميدات📝,Mid24,1
CPIT-240,Mid,الميدات📝,Mid2010,1
CPIT-240,Mid,الميدات📝,Mid20,1
CPIT-240,Mid,الميدات📝,Mid21_summary,1
CPIT-285,Mid,الميدات📝,Mid21BOY,1
CPIT-285,Mid,الميدات📝,Mid24Girls,1
CPIT-285,Mid,الميدات📝,MidIT20BOY,1
CPIT-285,Mid,الميدات📝,MidpagesGirls,1
CPIT-285,FinalExam,النهائي💀,Final_24,1
CPIT-285,FinalExam,النهائي💀,Final_20_(Solved),1
CPIT-285,FinalExam,النهائي💀,Final_21,1
CPIT-285,FinalExam,النهائي💀,FinalExam,1
CPIT-285,FinalExam,النهائي💀,review_questions,1
CPIT-285,FinalExam,النهائي💀,revision,1
